1	1	75	1
1	2	6	1
1	3	4	2
1	4	4	0
1	5	5	1
1	6	16	1
1	7	0	0
			
2	1	27	1
2	2	18	2
2	3	9	2
2	4	37	1
2	5	16	3
2	6	8	2
2	7	0	0
			
3	1	13	4
3	2	10	5
3	3	7	4
3	4	12	4
3	5	8	4
3	6	11	4
3	7	0	0
			
4	1	10	8
4	2	19	4
4	3	15	5
4	4	16	5
4	5	22	5
4	6	23	3
4	7	0	0
			
5	1	16	8
5	2	26	5
5	3	24	7
5	4	27	5
5	5	24	7
5	6	25	5
5	7	0	0
			
6	1	17	13
6	2	39	7
6	3	45	7
6	4	68	7
6	5	71	8
6	6	86	7
6	7	0	0
			
7	1	0	0
7	2	0	0
7	3	0	0
7	4	0	0
7	5	0	0
7	6	0	0
7	7	0	0
