1	1	497	50	32	97	279	135
1	2	536	82	77	172	405	249
1	3	594	124	161	302	661	445
1	4	672	130	295	422	827	2780
1	5	716	172	656	631	932	4277
1	6	791	263	1273	861	1287	2161
1	7	0	0	0	0	0	0
							
2	1	622	166	733	681	430	248
2	2	1029	539	6390	3898	775	1004
2	3	1738	1294	44266	10160	1385	3163
2	4	3711	3248	299422	39051	2866	6399
2	5	7849	35125	709196	97949	5764	37495
2	6	1800000	319000	1800000	190253	13277	36911
2	7	0	0	0	0	0	0
							
3	1	1017	734	8722	3254	558	417
3	2	5823	20741	506989	19847	1452	4913
3	3	387419	1800000	1800000	334153	22252	14004
3	4	1800000	1800000	1800000	1117286	31664	35431
3	5	1800000	1800000	1800000	1800000	1800000	279168
3	6	1800000	1800000	1800000	1800000	1800000	134845
3	7	0	0	0	0	0	0
							
4	1	2088	1431	48304	12194	777	649
4	2	1800000	763000	1800000	144896	54266	13732
4	3	1800000	1800000	1800000	1101709	62053	1800000
4	4	1800000	1800000	1800000	1800000	1022259	1800000
4	5	1800000	1800000	1800000	1800000	1129242	1800000
4	6	1800000	1800000	1800000	1800000	1288479	1800000
4	7	0	0	0	0	0	0
							
5	1	12038	2401	832926	49665	1041	1015
5	2	1800000	1800000	1800000	1233673	14410	196838
5	3	1800000	1800000	1800000	1800000	1465361	1800000
5	4	1800000	1800000	1800000	1800000	1688055	1800000
5	5	1800000	1800000	1800000	1800000	1800000	1800000
5	6	1800000	1800000	1800000	1800000	1800000	1800000
5	7	0	0	0	0	0	0
							
6	1	417528	312000	1800000	208465	2069	1946
6	2	1800000	1800000	1800000	1800000	94371	1800000
6	3	1800000	1800000	1800000	1800000	1800000	1800000
6	4	1800000	1800000	1800000	1800000	1800000	1800000
6	5	1800000	1800000	1800000	1800000	1800000	1800000
6	6	1800000	1800000	1800000	1800000	1800000	1800000
6	7	0	0	0	0	0	0

7	1	0	0	0	0	0	0
7	2	0	0	0	0	0	0
7	3	0	0	0	0	0	0
7	4	0	0	0	0	0	0
7	5	0	0	0	0	0	0
7	6	0	0	0	0	0	0
7	7	0	0	0	0	0	0

